molid,score,RF_pred,RF_10K_pred
EN_m_271948bba_6165X12061__s20067896_s9920150_s-1,-12.231284,-14.945062829999989,-14.945062829999989
EN_m_527bbb_13275X12060__s6547806_s6546428_s-1,-14.718452,-15.899525030000007,-15.899525030000008
EN_m_527bbb_13275X12060__s12893428_s504724_s-1,-23.299433999999998,-21.71590486000001,-21.71590486000001
EN_m_2718daa_1142X4183__s16664598_s867192_s-1,-25.183145,-22.36612239999999,-22.36612239999999
EN_m_2718cba_16504X413__s1317936_s20704918_s-1,-10.579184,-13.671285100000004,-13.671285100000004
EN_m_2430bbb_4431X16738__s738028_s6079242_s-1,-16.213911,-16.44690910000002,-16.44690910000002
EN_m_271949aba_5745X4511__s16514986_s13230804_s-1,-1.217717,-8.721276359999997,-8.721276359999997
EN_m_271948bba_6165X12061__s9946550_s9912248_s-1,-18.565735,-17.825225499999988,-17.825225499999988
EN_m_512bba_5148X10475__s13032228_s10214516_s-1,-22.322846,-21.074659270000005,-21.074659270000005
EN_m_11bbb_6602X10262__s9966562_s13309508_s-1,-12.227129,-15.428591600000026,-15.428591600000026
EN_m_22bbg_14175X18811__s6671704_s12899916_s-1,-17.136326,-17.577187230000025,-17.577187230000025
EN_m_271949aba_5745X4511__s12060442_s10843542_s-1,-19.275613,-18.84435920000001,-18.844359200000014
EN_m_22bcd_812X14285__s20060958_s6362252_s-1,-24.536481,-22.25704138000001,-22.25704138000002
EN_m_22bcb_4091X14285__s7874988_s59225_s-1,-18.883029,-19.19692884000002,-19.19692884000002
EN_m_2718bba_16504X4183__s9148682_s2672944_s-1,-16.625263,-17.104591279999973,-17.104591279999976
EN_m_2230bdc_465X3957__s7834370_s7466666_s-1,-19.416427,-18.315555660000022,-18.315555660000022
EN_m_11dbb_3187X10262__s602386_s17785640_s-1,-20.33051,-19.896102880000004,-19.896102880000004
EN_m_240690bcb_265X12821__s16608182_s7412788_s-1,-27.123203999999998,-23.97970178,-23.979701779999996
EN_m_2718bba_16504X4183__s15557822_s7115262_s-1,-10.366323,-13.315984789999984,-13.315984789999986
EN_m_20bba_4475X1562__s3218164_s8799538_s-1,-25.610314000000002,-22.203358850000008,-22.203358850000008
EN_m_2708bba_6768X15592__s10267852_s7049874_s-1,-11.641717,-12.993648979999984,-12.993648979999984
EN_m_527bbc_2622X12062__s9965052_s10638850_s-1,-16.68199,-17.47042960000001,-17.47042960000001
EN_m_22bbg_14175X18811__s490592_s12212018_s-1,-23.621684,-21.728772939999995,-21.728772939999995
EN_m_271948bba_6165X12061__s9940140_s9918594_s-1,-18.927189000000002,-19.21210105,-19.212101049999998
EN_m_271949aba_5745X4511__s13616768_s10843624_s-1,-13.73935,-15.052661769999995,-15.052661769999997
EN_m_2430bbb_4431X16738__s5454554_s18797334_s-1,-15.498462,-15.609758590000007,-15.60975859000001
EN_m_22bbb_5803X18326__s150071_s20853562_s-1,-25.202689000000003,-22.78983038,-22.789830379999998
EN_m_1458bbb_11717X4750__s471298_s10863154_s-1,-15.003535000000001,-15.804112890000017,-15.804112890000017
EN_m_1458beb_401X4378__s5128726_s480562_s-1,-22.112126999999997,-20.818711180000022,-20.818711180000022
EN_m_271948bba_6165X12061__s9944804_s9927930_s-1,-14.419653,-15.382525979999993,-15.382525979999992
EN_m_271948bba_6165X12061__s9945366_s16948914_s-1,-14.264104000000001,-15.742023680000012,-15.742023680000012
EN_m_271948bba_6165X12061__s9945420_s9932714_s-1,-14.063612,-14.737443709999996,-14.737443709999994
EN_m_527bbb_13275X12060__s20265886_s2989520_s-1,-11.53983,-14.11512271,-14.115122710000001
EN_m_22bbd_1604X18811__s20820746_s16784132_s-1,-16.115114000000002,-16.98414290999998,-16.98414290999998
EN_m_6bba_1188X1718__s9278628_s9869696_s-1,-18.568257,-18.745515389999984,-18.745515389999984
EN_m_22bbb_5803X18326__s15502822_s12889990_s-1,-24.581158,-22.07162718999999,-22.071627189999987
EN_m_22bbb_5803X18326__s530696_s19884520_s-1,-28.40987,-24.68675873999998,-24.68675873999998
EN_m_22bbe_1101X18326__s21018934_s7873282_s-1,-15.171226999999998,-16.064872420000018,-16.064872420000015
EN_m_22cbg_14175X536__s13206576_s17626282_s-1,-17.551269,-17.43360313000002,-17.43360313000002
EN_m_2230bbb_1423X5160__s10478156_s7466876_s-1,-26.66241500000001,-23.25366056999999,-23.253660569999987
EN_m_22bbb_5803X18326__s236889_s8164654_s-1,-25.462151000000002,-22.568651219999985,-22.56865121999998
EN_m_271949aba_5745X4511__s12157304_s10841968_s-1,-18.613248000000002,-18.900996620000022,-18.900996620000022
EN_m_273464bbb_115X9179__s11234010_s11622210_s-1,-12.512433,-14.92517307000002,-14.925173070000021
EN_m_22dbb_498X18326__s10438070_s13309612_s-1,-23.025627,-20.82875163,-20.828751629999996
EN_m_527bbc_2622X12062__s17759504_s12131362_s-1,-9.981023,-13.087629610000016,-13.087629610000016
EN_m_22ccb_4091X379__s4549600_s60372_s-1,-17.684908,-17.95909322999998,-17.95909322999998
EN_m_22bbe_1101X18326__s21018816_s60564_s-1,-16.545676,-17.25944220999999,-17.25944220999999
EN_m_22bbb_5803X18326__s57864_s21290932_s-1,-27.408663,-23.314153649999994,-23.314153649999994
EN_m_11bbb_6602X10262__s4903534_s1181084_s-1,-24.609794,-22.280959039999992,-22.28095903999999
EN_m_22bbg_14175X18811__s20265892_s60566_s-1,-20.623416,-19.74969295999997,-19.74969295999997
EN_m_271949aba_5745X4511__s15732200_s14728850_s-1,-20.143168,-19.622560400000012,-19.62256040000001
EN_m_22bbg_14175X18811__s20644318_s16762638_s-1,-13.507468,-14.623151530000007,-14.623151530000008
EN_m_22bbb_5803X18326__s751792_s8602022_s-1,-25.455209,-22.855257170000005,-22.855257170000005
EN_m_22dbf_110X18811__s8957330_s1318192_s-1,-14.782245000000001,-16.10314018000002,-16.103140180000015
EN_m_240690bbb_693X16652__s14042176_s7407726_s-1,-23.547335,-22.31815244,-22.318152440000002
EN_m_527cbb_13275X712__s2262280_s10122364_s-1,-27.549265999999996,-24.41358751,-24.41358751
EN_m_2718bba_16504X4183__s21019182_s9458450_s-1,-20.368004,-19.936663969999984,-19.936663969999984
EN_m_22bcd_812X14285__s14938790_s21205202_s-1,-14.048885999999998,-15.540720450000016,-15.540720450000016
EN_m_527bbb_13275X12060__s16524100_s2007524_s-1,-22.836907999999998,-21.77756860000001,-21.77756860000001
EN_m_22dcb_263X14285__s13770250_s16717120_s-1,-17.451452,-17.95262748000001,-17.95262748000001
EN_m_22cbg_14175X536__s19505118_s13030286_s-1,-12.458629,-14.666871779999983,-14.666871779999985
EN_m_22bbe_1101X18326__s2786402_s5825552_s-1,-20.904229,-20.36111905,-20.36111905
EN_m_527bbb_13275X12060__s16636996_s1179978_s-1,-19.703943,-18.540301539999987,-18.54030153999999
EN_m_22cbg_14175X536__s9750084_s17626286_s-1,-20.634166,-20.027035800000032,-20.02703580000003
EN_m_2430bbb_4431X16738__s782736_s5337306_s-1,-19.566883999999998,-19.307017500000025,-19.307017500000022
EN_m_271949aba_5745X4511__s16517442_s10841790_s-1,-17.489169,-17.19194867999998,-17.19194867999998
EN_m_271949aba_5745X4511__s14524228_s21221574_s-1,-8.037077,-11.957701079999984,-11.957701079999984
EN_m_11bbb_6602X10262__s2559208_s10905106_s-1,-18.413035,-18.522876970000013,-18.522876970000013
EN_m_271949aba_5745X4511__s10834312_s10846188_s-1,-15.892539999999999,-17.251909210000022,-17.251909210000022
EN_m_22bbg_14175X18811__s10330352_s134267_s-1,-18.978422,-19.022810119999978,-19.022810119999978
EN_m_22bcd_812X14285__s2227922_s138749_s-1,-24.068948000000002,-21.942386980000023,-21.942386980000023
EN_m_22dbf_110X18811__s2228706_s7877668_s-1,-23.403569,-22.01511443000001,-22.01511443000001
EN_m_2718bba_16504X4183__s14939190_s7186768_s-1,-20.408537,-19.18131294000002,-19.18131294000002
EN_m_22bbe_1101X18326__s20839244_s19565954_s-1,-13.934341,-15.877367999999983,-15.877367999999985
EN_m_2718bba_16504X4183__s1203036_s13271486_s-1,-17.887915,-18.085213600000014,-18.08521360000001
EN_m_6bba_1188X1718__s13914482_s141346_s-1,-22.404698,-20.02349347000002,-20.02349347000002
EN_m_271949aba_5745X4511__s10831166_s10842644_s-1,-16.752591,-17.336703439999994,-17.336703439999997
EN_m_271948bba_6165X12061__s9938102_s9914430_s-1,-14.091364000000002,-15.866162710000026,-15.866162710000026
EN_m_273462bbb_13186X67__s11162842_s20616344_s-1,-11.071958,-12.77741114,-12.77741114
EN_m_527bbb_13275X12060__s19746438_s8602026_s-1,-28.412894,-24.969128480000034,-24.96912848000003
EN_m_22bbb_5803X18326__s2081288_s12523484_s-1,-11.107213,-13.710974429999995,-13.710974429999997
EN_m_271949aba_5745X4511__s10832540_s14185758_s-1,-21.280853,-20.90855884,-20.908558839999998
EN_m_2718cba_16504X413__s9610316_s15146442_s-1,-20.301301000000002,-19.678225259999987,-19.678225259999987
EN_m_2718bba_16504X4183__s14948026_s11355366_s-1,-11.153379,-13.448015710000005,-13.448015710000004
EN_m_271948bba_6165X12061__s17599122_s15423302_s-1,-20.240732,-18.746518559999995,-18.746518559999995
EN_m_2718bba_16504X4183__s7291224_s2562320_s-1,-16.627604,-17.013983630000006,-17.013983630000006
EN_m_20bba_4475X1562__s2568836_s4970764_s-1,-25.153189,-22.84340530000004,-22.843405300000036
EN_m_22bbg_14175X18811__s10686452_s59229_s-1,-19.453053,-19.387057989999985,-19.387057989999985
EN_m_22dbb_498X18326__s102602_s582236_s-1,-9.083032000000001,-12.90533048,-12.90533048
EN_m_22bbg_14175X18811__s20975250_s60048_s-1,-26.533997999999997,-23.42663410000001,-23.426634100000012
EN_m_2430bbb_4431X16738__s9984404_s7426954_s-1,-16.551489,-17.547886189999982,-17.547886189999982
EN_m_527cbb_13275X712__s8254368_s3003312_s-1,-27.127001,-23.686673320000004,-23.686673320000004
EN_m_22bbe_1101X18326__s1002542_s13900854_s-1,-23.444267,-21.96662285000001,-21.96662285000001
EN_m_271949aba_5745X4511__s11245040_s10845012_s-1,-18.846876,-19.368517540000013,-19.36851754000001
EN_m_271949aba_5745X4511__s16715270_s10844312_s-1,-20.436219,-20.16427301,-20.16427301
EN_m_22bbg_14175X18811__s732188_s2264134_s-1,-13.365955,-15.795580479999993,-15.79558047999999
EN_m_22bbg_14175X18811__s7348418_s59634_s-1,-20.246283,-20.273095579999982,-20.27309557999998
EN_m_2708cba_6768X609__s6742762_s8629278_s-1,-10.228324,-13.01824464,-13.018244639999999
EN_m_22cbg_14175X536__s5728460_s12793824_s-1,-23.768303,-22.21102256999999,-22.21102256999999
EN_m_22bbe_1101X18326__s7876346_s12807958_s-1,-23.229735,-22.259262059999962,-22.25926205999996
EN_m_22bbe_1101X18326__s20022876_s93035_s-1,-17.007594,-17.850244609999983,-17.850244609999983
EN_m_22bbg_14175X18811__s19470662_s18351564_s-1,-16.992995999999998,-17.201154859999978,-17.201154859999978
EN_m_527bbb_13275X12060__s1321842_s18186404_s-1,-17.904115,-18.548217780000023,-18.548217780000023
EN_m_22bbg_14175X18811__s10267184_s18054132_s-1,-14.923931,-16.264630750000016,-16.264630750000016
EN_m_2430bbb_4431X16738__s737336_s13420412_s-1,-17.995746,-17.195827420000025,-17.195827420000025
EN_m_527bbc_2622X12062__s20027990_s156321_s-1,-26.657442,-23.273984239999994,-23.273984239999994
EN_m_2430bbb_4431X16738__s16978202_s12108108_s-1,-22.467079000000002,-20.668304130000006,-20.668304130000006
EN_m_11bcc_732X8536__s15427526_s19884518_s-1,-14.895978,-15.914236040000008,-15.914236040000008
EN_m_2718bba_16504X4183__s6407204_s867508_s-1,-17.752156,-17.700268060000006,-17.700268060000006
EN_m_22bbb_5803X18326__s16608374_s16783984_s-1,-18.033319,-18.028708919999968,-18.02870891999997
EN_m_22bbd_1604X18811__s11947926_s16784026_s-1,-24.736778,-22.88022456999998,-22.88022456999998
EN_m_527dbb_843X12060__s10150732_s9786068_s-1,-23.193998999999998,-22.07337060000002,-22.07337060000002
EN_m_22bbb_5803X18326__s15139888_s21222214_s-1,-19.26365,-18.746587700000024,-18.746587700000024
EN_m_1458bbb_11717X4750__s2909462_s4712652_s-1,-21.945373999999997,-19.93455282999998,-19.93455282999998
EN_m_11dbb_3187X10262__s19179696_s10154858_s-1,-24.44633,-21.76060331000001,-21.760603310000008
EN_m_271948bba_6165X12061__s9947066_s9919614_s-1,-15.162904000000001,-16.251970540000013,-16.251970540000013
EN_m_527bcb_3363X9671__s5581560_s12899918_s-1,-22.979198,-21.00547796,-21.005477959999993
EN_m_2718bba_16504X4183__s8964340_s11675852_s-1,-9.260404,-12.069207440000007,-12.069207440000008
EN_m_22bbg_14175X18811__s10339098_s17827114_s-1,-16.696776999999994,-16.56418894000003,-16.56418894000003
EN_m_271949aba_5745X4511__s10832598_s10845646_s-1,-11.286645,-14.286087619999995,-14.286087619999995
EN_m_2718bba_16504X4183__s1024440_s4995244_s-1,-16.279695,-17.208881749999975,-17.208881749999975
EN_m_22cbg_14175X536__s11972958_s12103010_s-1,-11.404264999999999,-13.726411809999988,-13.726411809999988
EN_m_11bbb_6602X10262__s51325_s54592_s-1,-25.346504,-23.701734250000033,-23.70173425000003
EN_m_22bbb_5803X18326__s9089486_s12421208_s-1,-17.437904,-17.615851319999972,-17.615851319999972
EN_m_22cbd_1604X536__s16793252_s14468656_s-1,-21.509264,-20.636295970000013,-20.636295970000013
EN_m_22bbb_5803X18326__s1127948_s13264910_s-1,-29.184317,-23.881749890000005,-23.881749890000005
EN_m_487bbc_5110X183__s488452_s236984_s-1,-5.600225,-9.970488640000012,-9.970488640000012
EN_m_6bba_1188X1718__s7028902_s2560370_s-1,-20.654264,-19.427452490000004,-19.427452490000004
EN_m_22dbb_498X18326__s17754956_s952878_s-1,-16.084381,-17.280092629999974,-17.280092629999974
EN_m_2718bba_16504X4183__s1044900_s15737858_s-1,-21.594761,-19.821906460000008,-19.821906460000008
EN_m_22bcd_812X14285__s21406910_s7763724_s-1,-15.533889000000002,-15.340327580000027,-15.340327580000022
EN_m_527bbb_13275X12060__s303628_s15768458_s-1,-26.987443,-24.42514698999999,-24.425146989999988
EN_m_2718bba_16504X4183__s20056270_s6952756_s-1,-22.802455,-22.258789810000003,-22.258789810000003
EN_m_271948bba_6165X12061__s14324452_s14427144_s-1,-15.541432,-16.514904209999994,-16.514904209999997
EN_m_271948bba_6165X12061__s9942372_s9926876_s-1,-7.06187,-10.58426224,-10.584262240000001
EN_m_27bbd_10224X2510__s13156384_s19645266_s-1,-24.000054000000002,-22.414187230000024,-22.414187230000024
EN_m_270062bba_25433X16__s7627436_s9507600_s-1,-13.744504999999998,-15.580855169999984,-15.58085516999998
EN_m_28bca_245X1306__s73084_s1162454_s-1,-19.34715,-18.532022070000018,-18.53202207000002
EN_m_271948bba_6165X12061__s17850818_s9919630_s-1,-25.293709,-22.416106920000008,-22.416106920000008
EN_m_271948bba_6165X12061__s9947410_s9915890_s-1,-18.031516,-17.388559300000008,-17.388559300000008
EN_m_271949aba_5745X4511__s14250382_s10842356_s-1,-15.982197,-16.234848440000018,-16.234848440000018
EN_m_2708bba_6768X15592__s5345204_s9285184_s-1,-13.117396,-14.708850020000016,-14.708850020000014
EN_m_512bba_5148X10475__s1202170_s13616884_s-1,-16.83523,-17.48575679999998,-17.48575679999998
EN_m_271949aba_5745X4511__s10831776_s10841792_s-1,-6.863173,-11.186314769999983,-11.186314769999985
EN_m_512bba_5148X10475__s1202064_s11970844_s-1,-6.7785600000000015,-10.534900699999994,-10.534900699999994
EN_m_22bbg_14175X18811__s610362_s12213380_s-1,-12.919432,-14.476528019999993,-14.47652801999999
EN_m_271948bba_6165X12061__s9943398_s13156878_s-1,-8.004483,-11.196959850000008,-11.196959850000008
EN_m_2718bba_16504X4183__s6579876_s6579466_s-1,-10.085607000000001,-13.249550449999992,-13.249550449999992
EN_m_527bcb_3363X9671__s4065436_s156791_s-1,-25.325260999999998,-23.28750189999998,-23.28750189999998
EN_m_527bbc_2622X12062__s12113014_s8365244_s-1,-9.283288,-13.139013300000016,-13.139013300000014
EN_m_22bbg_14175X18811__s13570708_s1199828_s-1,-12.573555,-15.11745144999999,-15.11745144999999
EN_m_2718bba_16504X4183__s12058244_s11975768_s-1,-13.103446,-14.622088590000008,-14.622088590000008
EN_m_22bbg_14175X18811__s12626034_s923896_s-1,-13.998035,-15.649485570000017,-15.649485570000014
EN_m_2718bba_16504X4183__s8166326_s13946182_s-1,-20.905468,-19.98894312999998,-19.98894312999998
EN_m_22bbg_14175X18811__s12112994_s2309108_s-1,-23.52499,-21.20710141999997,-21.207101419999972
EN_m_22bcd_812X14285__s14260678_s9479096_s-1,-11.304947,-14.795368720000004,-14.795368720000006
EN_m_188690bbc_756X8624__s13229556_s12523512_s-1,-21.148614000000002,-19.758827879999977,-19.758827879999977
EN_m_2430bbb_4431X16738__s2442494_s2758020_s-1,-21.817051,-20.99480974,-20.99480974
EN_m_271949aba_5745X4511__s13914238_s10842866_s-1,-18.939887,-19.248758670000004,-19.248758670000004
EN_m_2718bba_16504X4183__s10302210_s15422172_s-1,-18.231166,-17.75068012000002,-17.75068012000002
EN_m_22bbb_5803X18326__s58216_s12522796_s-1,-20.183416,-18.85426375000002,-18.85426375000002
EN_m_2718bba_16504X4183__s1025500_s1023926_s-1,-9.724337,-12.81219611000001,-12.81219611000001
EN_m_22bbb_5803X18326__s14043972_s12421208_s-1,-23.468945,-21.665073210000024,-21.665073210000024
EN_m_27bbd_10224X2510__s15758356_s15141354_s-1,-17.273745,-17.367256529999985,-17.367256529999985
EN_m_271948bba_6165X12061__s16920208_s9912366_s-1,-13.966384,-15.720126470000007,-15.720126470000007
EN_m_527bbb_13275X12060__s155146_s2264466_s-1,-16.049019,-16.91211975000002,-16.91211975000002
EN_m_271949aba_5745X4511__s10832100_s10845012_s-1,-11.212075,-13.312371159999998,-13.312371159999998
EN_m_22bbb_5803X18326__s5454544_s11950314_s-1,-12.221044000000001,-14.82429388999998,-14.82429388999998
EN_m_527bbb_13275X12060__s20317574_s923898_s-1,-13.570243,-15.471883409999993,-15.47188340999999
EN_m_527dbb_843X12060__s645148_s11950134_s-1,-10.322610000000001,-13.750428449999998,-13.750428449999998
EN_m_271948bba_6165X12061__s9939692_s16630386_s-1,-19.487159,-18.780165780000008,-18.780165780000008
EN_m_22bbg_14175X18811__s505106_s12523520_s-1,-6.3568169999999995,-10.44980789999999,-10.44980789999999
EN_m_22bbd_1604X18811__s7838488_s16784132_s-1,-22.674031,-20.712844970000006,-20.712844970000006
EN_m_272212baa_7217X155__s19468108_s18335342_s-1,-17.107925,-16.433885060000012,-16.433885060000012
EN_m_527dbb_843X12060__s731368_s14319490_s-1,-21.261209,-19.99454424000001,-19.99454424000001
EN_m_271948bba_6165X12061__s11974024_s9913048_s-1,-15.074157999999999,-16.745225119999983,-16.745225119999983
EN_m_527bbc_2622X12062__s15079914_s15614650_s-1,-11.769707,-14.329435169999995,-14.329435169999996
EN_m_11dbb_3187X10262__s11566062_s139294_s-1,-28.877301,-24.86557991999999,-24.86557991999999
EN_m_22bbb_5803X18326__s57718_s6546426_s-1,-25.704807000000002,-23.26220654000002,-23.26220654000002
EN_m_527bbb_13275X12060__s490608_s11950218_s-1,-29.492702,-24.84879783,-24.84879783
EN_m_2718bba_16504X4183__s5905478_s11685592_s-1,-18.725226,-18.810132140000004,-18.810132140000004
EN_m_22bbg_14175X18811__s12427298_s60048_s-1,-13.400070000000001,-15.23180157999999,-15.23180157999999
EN_m_2718bba_16504X4183__s1024442_s7592486_s-1,-14.627106,-14.41463687,-14.414636869999999
EN_m_269946bbc_13892X66__s11701886_s14927950_s-1,-20.283017,-19.217347239999988,-19.217347239999988
EN_m_22bbg_14175X18811__s602388_s9581932_s-1,-20.404029,-19.533762050000018,-19.533762050000018
EN_m_22bbg_14175X18811__s16762198_s15610490_s-1,-20.399563,-20.27148161999998,-20.271481619999985
EN_m_527bbb_13275X12060__s21058090_s155809_s-1,-20.690393,-18.97958271000002,-18.97958271000002
EN_m_2718bba_16504X4183__s12222796_s867352_s-1,-19.92042,-19.53905596999999,-19.53905596999999
EN_m_271949aba_5745X4511__s10910560_s11991778_s-1,-15.423356,-16.150663810000008,-16.15066381000001
EN_m_527dbb_843X12060__s645148_s16439698_s-1,-23.564719,-21.340270019999988,-21.340270019999988
EN_m_2718bba_16504X4183__s16483732_s7115256_s-1,-14.767295,-15.947935100000016,-15.947935100000018
EN_m_11bbb_6602X10262__s9776902_s54196_s-1,-18.464868,-17.821224330000017,-17.821224330000014
EN_m_22bbg_14175X18811__s20265892_s12526270_s-1,-16.406845,-16.240562609999994,-16.240562609999994
EN_m_272610bba_802X10252__s18203820_s18208742_s-1,-15.902970999999999,-15.942524839999995,-15.942524839999992
EN_m_2708bba_6768X15592__s9581702_s2729320_s-1,-22.613031,-21.356896100000018,-21.35689610000002
EN_m_22bbb_5803X18326__s13055752_s8602022_s-1,-23.984655,-21.98979379,-21.989793789999993
EN_m_527bbb_13275X12060__s14481044_s6108870_s-1,-29.555884999999996,-25.117066960000024,-25.117066960000024
EN_m_22bbb_5803X18326__s14644246_s12421208_s-1,-16.870363,-17.948785660000006,-17.948785660000002
EN_m_2718bba_16504X4183__s1025024_s10745872_s-1,-15.247627,-17.31612383999998,-17.31612383999998
EN_m_22bbg_14175X18811__s13974402_s138614_s-1,-12.882223,-15.205831569999996,-15.205831569999997
EN_m_2718bba_16504X4183__s13766982_s16647772_s-1,-17.265582000000002,-18.343442189999994,-18.343442189999994
EN_m_271949aba_5745X4511__s12436204_s17835848_s-1,-25.538994,-22.982453740000004,-22.982453740000004
EN_m_22bbg_14175X18811__s13166772_s20989400_s-1,-19.306504999999998,-18.847931160000012,-18.84793116000001
EN_m_2718bba_16504X4183__s4509390_s16928738_s-1,-25.769617999999998,-22.69880774000001,-22.69880774000001
EN_m_58baa_9647X90__s19458790_s19032740_s-1,-16.276163,-17.157181339999998,-17.157181339999998
EN_m_22dbf_110X18811__s12622864_s20775838_s-1,-18.158812,-18.29166302999997,-18.29166302999997
EN_m_271949aba_5745X4511__s10831846_s15778524_s-1,-24.068885,-21.326199669999973,-21.326199669999973
EN_m_11bbc_4643X10267__s1307840_s12899914_s-1,-21.41554,-20.653118859999992,-20.653118859999992
EN_m_527dbb_843X12060__s8592994_s157452_s-1,-24.407785999999998,-21.67523242000001,-21.675232420000007
EN_m_2718bba_16504X4183__s11951634_s7347786_s-1,-21.199351999999998,-20.17049606000003,-20.17049606000003
EN_m_527cbb_13275X712__s19129898_s2757212_s-1,-13.321766,-15.625713460000007,-15.62571346000001
EN_m_271948bba_6165X12061__s9948936_s9932138_s-1,-13.583324,-15.079521999999983,-15.079521999999983
EN_m_22bbg_14175X18811__s12206154_s147685_s-1,-12.568739,-14.059788360000026,-14.059788360000022
EN_m_22bbb_5803X18326__s761498_s12523484_s-1,-17.783173,-17.873273750000013,-17.87327375000001
EN_m_22bcd_812X14285__s20904804_s3217522_s-1,-17.152564,-17.44223928999999,-17.44223928999999
EN_m_271948bba_6165X12061__s9946284_s9914412_s-1,-11.90197,-13.685621709999998,-13.685621709999998
EN_m_271948bba_6165X12061__s20027564_s14948034_s-1,-8.560622,-13.662600109999987,-13.662600109999989
EN_m_2718bba_16504X4183__s15778078_s5176054_s-1,-21.660171,-20.737944,-20.737944
EN_m_273498bab_4532X184__s17549996_s13151926_s-1,-24.159825,-22.55204471,-22.552044709999997
EN_m_512bba_5148X10475__s15354980_s7042404_s-1,-12.480021,-14.658109100000008,-14.658109100000008
EN_m_22bcd_812X14285__s20918286_s20819480_s-1,-13.82135,-15.184616970000002,-15.184616970000002
EN_m_11bbc_4643X10267__s12640506_s2264462_s-1,-19.525435,-19.869534400000013,-19.86953440000001
EN_m_22bbe_1101X18326__s21010900_s10812292_s-1,-23.59347,-21.4559898,-21.4559898
EN_m_22bbb_5803X18326__s1033732_s15066036_s-1,-21.927131,-19.77642745999998,-19.77642745999998
EN_m_271948bba_6165X12061__s20024444_s13605154_s-1,-19.559727,-19.171254830000017,-19.171254830000017
EN_m_271948bba_6165X12061__s9945674_s9933132_s-1,-17.162615,-17.79369089999998,-17.79369089999998
EN_m_271949aba_5745X4511__s12436204_s13161616_s-1,-20.870354000000006,-19.530757599999973,-19.530757599999973
EN_m_527bbb_13275X12060__s7108478_s12104716_s-1,-16.030397,-16.25092682,-16.25092682
EN_m_22bbb_5803X18326__s635982_s138607_s-1,-22.111943,-20.70257881000003,-20.70257881000003
EN_m_527bcb_3363X9671__s3114636_s156039_s-1,-16.149485000000002,-17.122944609999987,-17.122944609999987
EN_m_22bbg_14175X18811__s15758664_s135934_s-1,-23.488181,-21.041672859999995,-21.041672859999995
EN_m_22bbb_5803X18326__s20821052_s5635172_s-1,-26.2941,-23.47895174000002,-23.47895174000002
EN_m_2430bbb_4431X16738__s14795404_s998602_s-1,-24.116611,-22.110919319999976,-22.110919319999976
EN_m_527bbb_13275X12060__s610364_s13756980_s-1,-24.316224,-22.458964389999995,-22.458964389999995
EN_m_2718bba_16504X4183__s10177408_s868146_s-1,-18.473116,-18.250745139999967,-18.25074513999997
EN_m_527bbb_13275X12060__s11762964_s9878342_s-1,-16.538636999999998,-17.456223880000024,-17.456223880000028
EN_m_2718cba_16504X413__s1024262_s19498986_s-1,-18.323631,-18.63177945,-18.631779449999993
EN_m_527bcb_3363X9671__s10117676_s14319490_s-1,-13.736145,-14.909873570000013,-14.909873570000013
EN_m_271949aba_5745X4511__s10839414_s12893090_s-1,-14.867447,-16.11755584000002,-16.11755584000002
EN_m_527bbb_13275X12060__s10969138_s156841_s-1,-23.228649,-20.696837679999973,-20.696837679999973
EN_m_2718bba_16504X4183__s14418886_s19264690_s-1,-21.240676999999998,-20.30798664,-20.30798664
EN_m_271949aba_5745X4511__s10833152_s10846290_s-1,-15.325145999999998,-15.794452079999974,-15.794452079999978
EN_m_527bbb_13275X12060__s9865516_s894962_s-1,-19.007205,-19.21143052999997,-19.211430529999966
EN_m_11bbc_4643X10267__s4643562_s306118_s-1,-16.813451999999998,-17.719763610000015,-17.719763610000015
EN_m_22bbb_5803X18326__s466336_s14790666_s-1,-21.51039,-20.141157089999982,-20.141157089999986
EN_m_22bbg_14175X18811__s20610672_s238470_s-1,-21.50622000000001,-20.351910849999992,-20.351910849999992
EN_m_527bbc_2622X12062__s17516080_s156762_s-1,-23.970533,-22.634254329999994,-22.634254329999994
EN_m_271948bba_6165X12061__s9939578_s9913444_s-1,-11.656964,-13.796054830000012,-13.796054830000012
EN_m_22dbf_110X18811__s730270_s1199828_s-1,-14.584560999999999,-16.602081439999985,-16.602081439999985
EN_m_271949aba_5745X4511__s18719126_s10847910_s-1,-16.077507,-17.065992359999996,-17.065992359999996
EN_m_271948bba_6165X12061__s9947890_s9931752_s-1,-18.105361,-18.43038417999998,-18.43038417999998
EN_m_270004bba_7600X3420__s8156690_s7548562_s-1,-9.044752,-12.11092572000001,-12.11092572000001
EN_m_22bcb_4091X14285__s10639702_s14319488_s-1,-14.346110000000001,-15.922401199999975,-15.922401199999978
EN_m_2430bbb_4431X16738__s13581946_s20847452_s-1,-19.640204,-19.047847060000024,-19.047847060000024
EN_m_512bba_5148X10475__s13032228_s3191920_s-1,-10.735526,-12.445373299999995,-12.445373299999996
EN_m_271948bba_6165X12061__s13475616_s9916330_s-1,-11.882812,-14.272749529999993,-14.272749529999993
EN_m_22bbg_14175X18811__s19470662_s1322832_s-1,-10.68807,-13.513344640000005,-13.513344640000003
EN_m_512bba_5148X10475__s563674_s9420696_s-1,-17.194015,-18.605312190000014,-18.605312190000014
EN_m_271948bba_6165X12061__s14581876_s14934474_s-1,-18.627105,-19.52722698000001,-19.527226980000012
